,Altitude,Latitude,Longitude,Ano,Mês,Máximos,Município/Posto,Bacia
71097,147.0,-6.2133,-37.3514,2010.0,7.0,2.1,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71109,147.0,-6.2133,-37.3514,2011.0,7.0,56.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71121,147.0,-6.2133,-37.3514,2012.0,7.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71133,147.0,-6.2133,-37.3514,2013.0,7.0,27.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71145,147.0,-6.2133,-37.3514,2014.0,7.0,10.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71157,147.0,-6.2133,-37.3514,2015.0,7.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71169,147.0,-6.2133,-37.3514,2016.0,7.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71181,147.0,-6.2133,-37.3514,2017.0,7.0,18.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71193,147.0,-6.2133,-37.3514,2018.0,7.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71205,147.0,-6.2133,-37.3514,2019.0,7.0,12.5,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71217,147.0,-6.2133,-37.3514,2020.0,7.0,40.5,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71229,147.0,-6.2133,-37.3514,2021.0,7.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71241,147.0,-6.2133,-37.3514,2022.0,7.0,12.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71253,147.0,-6.2133,-37.3514,2023.0,7.0,9.6,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70966,147.0,-6.2133,-37.3514,1999.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70978,147.0,-6.2133,-37.3514,2000.0,8.0,34.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70990,147.0,-6.2133,-37.3514,2001.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71002,147.0,-6.2133,-37.3514,2002.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71014,147.0,-6.2133,-37.3514,2003.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71026,147.0,-6.2133,-37.3514,2004.0,8.0,2.2,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71038,147.0,-6.2133,-37.3514,2005.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71050,147.0,-6.2133,-37.3514,2006.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71062,147.0,-6.2133,-37.3514,2007.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71074,147.0,-6.2133,-37.3514,2008.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71086,147.0,-6.2133,-37.3514,2009.0,8.0,61.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71098,147.0,-6.2133,-37.3514,2010.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71110,147.0,-6.2133,-37.3514,2011.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71122,147.0,-6.2133,-37.3514,2012.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71134,147.0,-6.2133,-37.3514,2013.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71146,147.0,-6.2133,-37.3514,2014.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71158,147.0,-6.2133,-37.3514,2015.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71170,147.0,-6.2133,-37.3514,2016.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71182,147.0,-6.2133,-37.3514,2017.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71194,147.0,-6.2133,-37.3514,2018.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71206,147.0,-6.2133,-37.3514,2019.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71218,147.0,-6.2133,-37.3514,2020.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71230,147.0,-6.2133,-37.3514,2021.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71242,147.0,-6.2133,-37.3514,2022.0,8.0,8.5,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71254,147.0,-6.2133,-37.3514,2023.0,8.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71183,147.0,-6.2133,-37.3514,2017.0,9.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71195,147.0,-6.2133,-37.3514,2018.0,9.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71207,147.0,-6.2133,-37.3514,2019.0,9.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71231,147.0,-6.2133,-37.3514,2021.0,9.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71255,147.0,-6.2133,-37.3514,2023.0,9.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70956,147.0,-6.2133,-37.3514,1998.0,10.0,3.4,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70968,147.0,-6.2133,-37.3514,1999.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70980,147.0,-6.2133,-37.3514,2000.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70992,147.0,-6.2133,-37.3514,2001.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71004,147.0,-6.2133,-37.3514,2002.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71016,147.0,-6.2133,-37.3514,2003.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71028,147.0,-6.2133,-37.3514,2004.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71040,147.0,-6.2133,-37.3514,2005.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71052,147.0,-6.2133,-37.3514,2006.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71064,147.0,-6.2133,-37.3514,2007.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71076,147.0,-6.2133,-37.3514,2008.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71088,147.0,-6.2133,-37.3514,2009.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71100,147.0,-6.2133,-37.3514,2010.0,10.0,40.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71112,147.0,-6.2133,-37.3514,2011.0,10.0,18.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71124,147.0,-6.2133,-37.3514,2012.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71136,147.0,-6.2133,-37.3514,2013.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71148,147.0,-6.2133,-37.3514,2014.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71160,147.0,-6.2133,-37.3514,2015.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71172,147.0,-6.2133,-37.3514,2016.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71184,147.0,-6.2133,-37.3514,2017.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71196,147.0,-6.2133,-37.3514,2018.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71208,147.0,-6.2133,-37.3514,2019.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71220,147.0,-6.2133,-37.3514,2020.0,10.0,15.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71232,147.0,-6.2133,-37.3514,2021.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71244,147.0,-6.2133,-37.3514,2022.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71256,147.0,-6.2133,-37.3514,2023.0,10.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71197,147.0,-6.2133,-37.3514,2018.0,11.0,4.5,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71209,147.0,-6.2133,-37.3514,2019.0,11.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71221,147.0,-6.2133,-37.3514,2020.0,11.0,12.7,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71233,147.0,-6.2133,-37.3514,2021.0,11.0,20.5,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71257,147.0,-6.2133,-37.3514,2023.0,11.0,3.3,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70958,147.0,-6.2133,-37.3514,1998.0,12.0,7.6,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70970,147.0,-6.2133,-37.3514,1999.0,12.0,70.5,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70982,147.0,-6.2133,-37.3514,2000.0,12.0,22.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
70994,147.0,-6.2133,-37.3514,2001.0,12.0,23.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71006,147.0,-6.2133,-37.3514,2002.0,12.0,9.8,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71018,147.0,-6.2133,-37.3514,2003.0,12.0,7.8,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71030,147.0,-6.2133,-37.3514,2004.0,12.0,6.2,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71042,147.0,-6.2133,-37.3514,2005.0,12.0,10.4,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71054,147.0,-6.2133,-37.3514,2006.0,12.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71066,147.0,-6.2133,-37.3514,2007.0,12.0,9.5,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71078,147.0,-6.2133,-37.3514,2008.0,12.0,9.5,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71090,147.0,-6.2133,-37.3514,2009.0,12.0,23.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71102,147.0,-6.2133,-37.3514,2010.0,12.0,19.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71114,147.0,-6.2133,-37.3514,2011.0,12.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71126,147.0,-6.2133,-37.3514,2012.0,12.0,8.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71138,147.0,-6.2133,-37.3514,2013.0,12.0,54.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71150,147.0,-6.2133,-37.3514,2014.0,12.0,18.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71162,147.0,-6.2133,-37.3514,2015.0,12.0,35.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71174,147.0,-6.2133,-37.3514,2016.0,12.0,15.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71186,147.0,-6.2133,-37.3514,2017.0,12.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71198,147.0,-6.2133,-37.3514,2018.0,12.0,16.1,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71210,147.0,-6.2133,-37.3514,2019.0,12.0,0.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71222,147.0,-6.2133,-37.3514,2020.0,12.0,34.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71234,147.0,-6.2133,-37.3514,2021.0,12.0,18.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71246,147.0,-6.2133,-37.3514,2022.0,12.0,23.7,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71258,147.0,-6.2133,-37.3514,2023.0,12.0,8.0,São José do Brejo do Cruz,Região do Médio Curso do Rio Piranhas
71261,333.0,-6.774194,-36.8,1994.0,1.0,73.0,São José do Sabugi,Seridó
71273,333.0,-6.774194,-36.8,1995.0,1.0,15.0,São José do Sabugi,Seridó
71285,333.0,-6.774194,-36.8,1996.0,1.0,4.3,São José do Sabugi,Seridó
71297,333.0,-6.774194,-36.8,1997.0,1.0,16.7,São José do Sabugi,Seridó
71309,333.0,-6.774194,-36.8,1998.0,1.0,23.2,São José do Sabugi,Seridó
71321,333.0,-6.774194,-36.8,1999.0,1.0,35.8,São José do Sabugi,Seridó
71333,333.0,-6.774194,-36.8,2000.0,1.0,25.4,São José do Sabugi,Seridó
71345,333.0,-6.774194,-36.8,2001.0,1.0,0.0,São José do Sabugi,Seridó
71357,333.0,-6.774194,-36.8,2002.0,1.0,43.0,São José do Sabugi,Seridó
71369,333.0,-6.774194,-36.8,2003.0,1.0,48.2,São José do Sabugi,Seridó
71381,333.0,-6.774194,-36.8,2004.0,1.0,65.0,São José do Sabugi,Seridó
71393,333.0,-6.774194,-36.8,2005.0,1.0,30.4,São José do Sabugi,Seridó
71405,333.0,-6.774194,-36.8,2006.0,1.0,0.0,São José do Sabugi,Seridó
71417,333.0,-6.774194,-36.8,2007.0,1.0,1.5,São José do Sabugi,Seridó
71429,333.0,-6.774194,-36.8,2008.0,1.0,26.5,São José do Sabugi,Seridó
71441,333.0,-6.774194,-36.8,2009.0,1.0,38.7,São José do Sabugi,Seridó
71453,333.0,-6.774194,-36.8,2010.0,1.0,31.5,São José do Sabugi,Seridó
71465,333.0,-6.774194,-36.8,2011.0,1.0,73.7,São José do Sabugi,Seridó
71477,333.0,-6.774194,-36.8,2012.0,1.0,31.5,São José do Sabugi,Seridó
71489,333.0,-6.774194,-36.8,2013.0,1.0,2.8,São José do Sabugi,Seridó
71501,333.0,-6.774194,-36.8,2014.0,1.0,32.0,São José do Sabugi,Seridó
71513,333.0,-6.774194,-36.8,2015.0,1.0,0.0,São José do Sabugi,Seridó
71525,333.0,-6.774194,-36.8,2016.0,1.0,48.8,São José do Sabugi,Seridó
71537,333.0,-6.774194,-36.8,2017.0,1.0,13.7,São José do Sabugi,Seridó
71549,333.0,-6.774194,-36.8,2018.0,1.0,48.1,São José do Sabugi,Seridó
71561,333.0,-6.774194,-36.8,2019.0,1.0,19.8,São José do Sabugi,Seridó
71573,333.0,-6.774194,-36.8,2020.0,1.0,32.5,São José do Sabugi,Seridó
71585,333.0,-6.774194,-36.8,2021.0,1.0,0.0,São José do Sabugi,Seridó
71597,333.0,-6.774194,-36.8,2022.0,1.0,57.3,São José do Sabugi,Seridó
71609,333.0,-6.774194,-36.8,2023.0,1.0,43.4,São José do Sabugi,Seridó
71621,333.0,-6.774194,-36.8,2024.0,1.0,72.9,São José do Sabugi,Seridó
71263,333.0,-6.774194,-36.8,1994.0,3.0,75.0,São José do Sabugi,Seridó
71275,333.0,-6.774194,-36.8,1995.0,3.0,147.8,São José do Sabugi,Seridó
71287,333.0,-6.774194,-36.8,1996.0,3.0,75.0,São José do Sabugi,Seridó
71299,333.0,-6.774194,-36.8,1997.0,3.0,45.8,São José do Sabugi,Seridó
71311,333.0,-6.774194,-36.8,1998.0,3.0,12.9,São José do Sabugi,Seridó
71323,333.0,-6.774194,-36.8,1999.0,3.0,76.3,São José do Sabugi,Seridó
71335,333.0,-6.774194,-36.8,2000.0,3.0,59.3,São José do Sabugi,Seridó
71347,333.0,-6.774194,-36.8,2001.0,3.0,52.7,São José do Sabugi,Seridó
71359,333.0,-6.774194,-36.8,2002.0,3.0,49.0,São José do Sabugi,Seridó
71371,333.0,-6.774194,-36.8,2003.0,3.0,53.0,São José do Sabugi,Seridó
71383,333.0,-6.774194,-36.8,2004.0,3.0,42.0,São José do Sabugi,Seridó
71395,333.0,-6.774194,-36.8,2005.0,3.0,57.8,São José do Sabugi,Seridó
71407,333.0,-6.774194,-36.8,2006.0,3.0,61.2,São José do Sabugi,Seridó
71419,333.0,-6.774194,-36.8,2007.0,3.0,42.0,São José do Sabugi,Seridó
71431,333.0,-6.774194,-36.8,2008.0,3.0,67.7,São José do Sabugi,Seridó
71443,333.0,-6.774194,-36.8,2009.0,3.0,39.2,São José do Sabugi,Seridó
71455,333.0,-6.774194,-36.8,2010.0,3.0,19.9,São José do Sabugi,Seridó
71467,333.0,-6.774194,-36.8,2011.0,3.0,39.2,São José do Sabugi,Seridó
71479,333.0,-6.774194,-36.8,2012.0,3.0,11.5,São José do Sabugi,Seridó
71491,333.0,-6.774194,-36.8,2013.0,3.0,21.5,São José do Sabugi,Seridó
71503,333.0,-6.774194,-36.8,2014.0,3.0,50.9,São José do Sabugi,Seridó
71515,333.0,-6.774194,-36.8,2015.0,3.0,38.6,São José do Sabugi,Seridó
71527,333.0,-6.774194,-36.8,2016.0,3.0,54.7,São José do Sabugi,Seridó
71539,333.0,-6.774194,-36.8,2017.0,3.0,47.2,São José do Sabugi,Seridó
71551,333.0,-6.774194,-36.8,2018.0,3.0,54.2,São José do Sabugi,Seridó
71563,333.0,-6.774194,-36.8,2019.0,3.0,36.1,São José do Sabugi,Seridó
71575,333.0,-6.774194,-36.8,2020.0,3.0,37.7,São José do Sabugi,Seridó
71587,333.0,-6.774194,-36.8,2021.0,3.0,43.3,São José do Sabugi,Seridó
71599,333.0,-6.774194,-36.8,2022.0,3.0,51.6,São José do Sabugi,Seridó
71611,333.0,-6.774194,-36.8,2023.0,3.0,75.6,São José do Sabugi,Seridó
71265,333.0,-6.774194,-36.8,1994.0,5.0,67.0,São José do Sabugi,Seridó
71277,333.0,-6.774194,-36.8,1995.0,5.0,100.4,São José do Sabugi,Seridó
71289,333.0,-6.774194,-36.8,1996.0,5.0,7.0,São José do Sabugi,Seridó
71301,333.0,-6.774194,-36.8,1997.0,5.0,14.2,São José do Sabugi,Seridó
71313,333.0,-6.774194,-36.8,1998.0,5.0,0.0,São José do Sabugi,Seridó
71325,333.0,-6.774194,-36.8,1999.0,5.0,31.3,São José do Sabugi,Seridó
71337,333.0,-6.774194,-36.8,2000.0,5.0,19.2,São José do Sabugi,Seridó
71349,333.0,-6.774194,-36.8,2001.0,5.0,0.0,São José do Sabugi,Seridó
71361,333.0,-6.774194,-36.8,2002.0,5.0,47.0,São José do Sabugi,Seridó
71373,333.0,-6.774194,-36.8,2003.0,5.0,83.0,São José do Sabugi,Seridó
71385,333.0,-6.774194,-36.8,2004.0,5.0,81.0,São José do Sabugi,Seridó
71397,333.0,-6.774194,-36.8,2005.0,5.0,17.6,São José do Sabugi,Seridó
71409,333.0,-6.774194,-36.8,2006.0,5.0,32.5,São José do Sabugi,Seridó
71421,333.0,-6.774194,-36.8,2007.0,5.0,2.5,São José do Sabugi,Seridó
71433,333.0,-6.774194,-36.8,2008.0,5.0,36.0,São José do Sabugi,Seridó
71445,333.0,-6.774194,-36.8,2009.0,5.0,24.5,São José do Sabugi,Seridó
71457,333.0,-6.774194,-36.8,2010.0,5.0,26.5,São José do Sabugi,Seridó
71469,333.0,-6.774194,-36.8,2011.0,5.0,46.8,São José do Sabugi,Seridó
71481,333.0,-6.774194,-36.8,2012.0,5.0,0.0,São José do Sabugi,Seridó
71493,333.0,-6.774194,-36.8,2013.0,5.0,3.4,São José do Sabugi,Seridó
71505,333.0,-6.774194,-36.8,2014.0,5.0,8.3,São José do Sabugi,Seridó
71517,333.0,-6.774194,-36.8,2015.0,5.0,8.7,São José do Sabugi,Seridó
71529,333.0,-6.774194,-36.8,2016.0,5.0,21.0,São José do Sabugi,Seridó
71541,333.0,-6.774194,-36.8,2017.0,5.0,6.2,São José do Sabugi,Seridó
71553,333.0,-6.774194,-36.8,2018.0,5.0,12.0,São José do Sabugi,Seridó
71565,333.0,-6.774194,-36.8,2019.0,5.0,21.5,São José do Sabugi,Seridó
71577,333.0,-6.774194,-36.8,2020.0,5.0,50.8,São José do Sabugi,Seridó
71589,333.0,-6.774194,-36.8,2021.0,5.0,22.8,São José do Sabugi,Seridó
71601,333.0,-6.774194,-36.8,2022.0,5.0,35.1,São José do Sabugi,Seridó
71613,333.0,-6.774194,-36.8,2023.0,5.0,5.2,São José do Sabugi,Seridó
71554,333.0,-6.774194,-36.8,2018.0,6.0,0.0,São José do Sabugi,Seridó
71614,333.0,-6.774194,-36.8,2023.0,6.0,6.0,São José do Sabugi,Seridó
71267,333.0,-6.774194,-36.8,1994.0,7.0,0.0,São José do Sabugi,Seridó
71279,333.0,-6.774194,-36.8,1995.0,7.0,3.3,São José do Sabugi,Seridó
71291,333.0,-6.774194,-36.8,1996.0,7.0,1.2,São José do Sabugi,Seridó
71303,333.0,-6.774194,-36.8,1997.0,7.0,1.3,São José do Sabugi,Seridó
71315,333.0,-6.774194,-36.8,1998.0,7.0,3.2,São José do Sabugi,Seridó
71327,333.0,-6.774194,-36.8,1999.0,7.0,6.2,São José do Sabugi,Seridó
71339,333.0,-6.774194,-36.8,2000.0,7.0,8.8,São José do Sabugi,Seridó
71351,333.0,-6.774194,-36.8,2001.0,7.0,12.0,São José do Sabugi,Seridó
71363,333.0,-6.774194,-36.8,2002.0,7.0,0.0,São José do Sabugi,Seridó
71375,333.0,-6.774194,-36.8,2003.0,7.0,6.5,São José do Sabugi,Seridó
71387,333.0,-6.774194,-36.8,2004.0,7.0,3.2,São José do Sabugi,Seridó
71399,333.0,-6.774194,-36.8,2005.0,7.0,0.0,São José do Sabugi,Seridó
71411,333.0,-6.774194,-36.8,2006.0,7.0,0.0,São José do Sabugi,Seridó
71423,333.0,-6.774194,-36.8,2007.0,7.0,9.2,São José do Sabugi,Seridó
71435,333.0,-6.774194,-36.8,2008.0,7.0,5.7,São José do Sabugi,Seridó
71447,333.0,-6.774194,-36.8,2009.0,7.0,12.0,São José do Sabugi,Seridó
71459,333.0,-6.774194,-36.8,2010.0,7.0,0.0,São José do Sabugi,Seridó
71471,333.0,-6.774194,-36.8,2011.0,7.0,32.5,São José do Sabugi,Seridó
71483,333.0,-6.774194,-36.8,2012.0,7.0,0.0,São José do Sabugi,Seridó
71495,333.0,-6.774194,-36.8,2013.0,7.0,18.1,São José do Sabugi,Seridó
71507,333.0,-6.774194,-36.8,2014.0,7.0,2.3,São José do Sabugi,Seridó
71519,333.0,-6.774194,-36.8,2015.0,7.0,43.5,São José do Sabugi,Seridó
71531,333.0,-6.774194,-36.8,2016.0,7.0,0.0,São José do Sabugi,Seridó
71543,333.0,-6.774194,-36.8,2017.0,7.0,11.7,São José do Sabugi,Seridó
71555,333.0,-6.774194,-36.8,2018.0,7.0,0.0,São José do Sabugi,Seridó
71567,333.0,-6.774194,-36.8,2019.0,7.0,0.7,São José do Sabugi,Seridó
71579,333.0,-6.774194,-36.8,2020.0,7.0,3.5,São José do Sabugi,Seridó
71591,333.0,-6.774194,-36.8,2021.0,7.0,3.8,São José do Sabugi,Seridó
71603,333.0,-6.774194,-36.8,2022.0,7.0,15.1,São José do Sabugi,Seridó
71615,333.0,-6.774194,-36.8,2023.0,7.0,0.0,São José do Sabugi,Seridó
71268,333.0,-6.774194,-36.8,1994.0,8.0,4.9,São José do Sabugi,Seridó
71280,333.0,-6.774194,-36.8,1995.0,8.0,0.0,São José do Sabugi,Seridó
71292,333.0,-6.774194,-36.8,1996.0,8.0,6.2,São José do Sabugi,Seridó
71304,333.0,-6.774194,-36.8,1997.0,8.0,2.1,São José do Sabugi,Seridó
71316,333.0,-6.774194,-36.8,1998.0,8.0,4.5,São José do Sabugi,Seridó
71328,333.0,-6.774194,-36.8,1999.0,8.0,0.0,São José do Sabugi,Seridó
71340,333.0,-6.774194,-36.8,2000.0,8.0,10.6,São José do Sabugi,Seridó
71352,333.0,-6.774194,-36.8,2001.0,8.0,0.0,São José do Sabugi,Seridó
71364,333.0,-6.774194,-36.8,2002.0,8.0,0.0,São José do Sabugi,Seridó
71376,333.0,-6.774194,-36.8,2003.0,8.0,8.0,São José do Sabugi,Seridó
71388,333.0,-6.774194,-36.8,2004.0,8.0,0.0,São José do Sabugi,Seridó
71400,333.0,-6.774194,-36.8,2005.0,8.0,6.1,São José do Sabugi,Seridó
71412,333.0,-6.774194,-36.8,2006.0,8.0,0.0,São José do Sabugi,Seridó
71424,333.0,-6.774194,-36.8,2007.0,8.0,0.0,São José do Sabugi,Seridó
71436,333.0,-6.774194,-36.8,2008.0,8.0,0.0,São José do Sabugi,Seridó
71448,333.0,-6.774194,-36.8,2009.0,8.0,12.3,São José do Sabugi,Seridó
71460,333.0,-6.774194,-36.8,2010.0,8.0,0.0,São José do Sabugi,Seridó
71472,333.0,-6.774194,-36.8,2011.0,8.0,3.0,São José do Sabugi,Seridó
71484,333.0,-6.774194,-36.8,2012.0,8.0,0.0,São José do Sabugi,Seridó
71496,333.0,-6.774194,-36.8,2013.0,8.0,1.5,São José do Sabugi,Seridó
71508,333.0,-6.774194,-36.8,2014.0,8.0,0.0,São José do Sabugi,Seridó
71520,333.0,-6.774194,-36.8,2015.0,8.0,0.0,São José do Sabugi,Seridó
71532,333.0,-6.774194,-36.8,2016.0,8.0,0.0,São José do Sabugi,Seridó
71544,333.0,-6.774194,-36.8,2017.0,8.0,0.0,São José do Sabugi,Seridó
71556,333.0,-6.774194,-36.8,2018.0,8.0,0.0,São José do Sabugi,Seridó
71568,333.0,-6.774194,-36.8,2019.0,8.0,0.0,São José do Sabugi,Seridó
71580,333.0,-6.774194,-36.8,2020.0,8.0,0.0,São José do Sabugi,Seridó
71592,333.0,-6.774194,-36.8,2021.0,8.0,0.0,São José do Sabugi,Seridó
71604,333.0,-6.774194,-36.8,2022.0,8.0,7.2,São José do Sabugi,Seridó
71616,333.0,-6.774194,-36.8,2023.0,8.0,28.7,São José do Sabugi,Seridó
71545,333.0,-6.774194,-36.8,2017.0,9.0,0.0,São José do Sabugi,Seridó
71557,333.0,-6.774194,-36.8,2018.0,9.0,0.0,São José do Sabugi,Seridó
71569,333.0,-6.774194,-36.8,2019.0,9.0,0.0,São José do Sabugi,Seridó
71593,333.0,-6.774194,-36.8,2021.0,9.0,0.0,São José do Sabugi,Seridó
71605,333.0,-6.774194,-36.8,2022.0,9.0,0.0,São José do Sabugi,Seridó
71270,333.0,-6.774194,-36.8,1994.0,10.0,0.0,São José do Sabugi,Seridó
71282,333.0,-6.774194,-36.8,1995.0,10.0,0.0,São José do Sabugi,Seridó
71294,333.0,-6.774194,-36.8,1996.0,10.0,0.0,São José do Sabugi,Seridó
71306,333.0,-6.774194,-36.8,1997.0,10.0,0.0,São José do Sabugi,Seridó
71318,333.0,-6.774194,-36.8,1998.0,10.0,1.5,São José do Sabugi,Seridó
71330,333.0,-6.774194,-36.8,1999.0,10.0,0.0,São José do Sabugi,Seridó
71342,333.0,-6.774194,-36.8,2000.0,10.0,0.0,São José do Sabugi,Seridó
71354,333.0,-6.774194,-36.8,2001.0,10.0,0.0,São José do Sabugi,Seridó
