,Altitude,Latitude,Longitude,Ano,Mês,Máximos,Município/Posto,Bacia
6496,0.0,-6.6428,-36.2556,2015.0,3.0,15.0,Baraúna,Jacu
6508,0.0,-6.6428,-36.2556,2016.0,3.0,24.0,Baraúna,Jacu
6520,0.0,-6.6428,-36.2556,2017.0,3.0,11.0,Baraúna,Jacu
6532,0.0,-6.6428,-36.2556,2018.0,3.0,40.0,Baraúna,Jacu
6544,0.0,-6.6428,-36.2556,2019.0,3.0,18.5,Baraúna,Jacu
6556,0.0,-6.6428,-36.2556,2020.0,3.0,113.0,Baraúna,Jacu
6568,0.0,-6.6428,-36.2556,2021.0,3.0,48.0,Baraúna,Jacu
6580,0.0,-6.6428,-36.2556,2022.0,3.0,25.0,Baraúna,Jacu
6592,0.0,-6.6428,-36.2556,2023.0,3.0,58.0,Baraúna,Jacu
6581,0.0,-6.6428,-36.2556,2022.0,4.0,7.5,Baraúna,Jacu
6390,0.0,-6.6428,-36.2556,2006.0,5.0,23.5,Baraúna,Jacu
6402,0.0,-6.6428,-36.2556,2007.0,5.0,8.8,Baraúna,Jacu
6414,0.0,-6.6428,-36.2556,2008.0,5.0,21.1,Baraúna,Jacu
6426,0.0,-6.6428,-36.2556,2009.0,5.0,50.5,Baraúna,Jacu
6438,0.0,-6.6428,-36.2556,2010.0,5.0,5.5,Baraúna,Jacu
6450,0.0,-6.6428,-36.2556,2011.0,5.0,77.0,Baraúna,Jacu
6462,0.0,-6.6428,-36.2556,2012.0,5.0,15.5,Baraúna,Jacu
6474,0.0,-6.6428,-36.2556,2013.0,5.0,11.5,Baraúna,Jacu
6486,0.0,-6.6428,-36.2556,2014.0,5.0,70.0,Baraúna,Jacu
6498,0.0,-6.6428,-36.2556,2015.0,5.0,3.5,Baraúna,Jacu
6510,0.0,-6.6428,-36.2556,2016.0,5.0,25.0,Baraúna,Jacu
6522,0.0,-6.6428,-36.2556,2017.0,5.0,40.0,Baraúna,Jacu
6534,0.0,-6.6428,-36.2556,2018.0,5.0,6.2,Baraúna,Jacu
6546,0.0,-6.6428,-36.2556,2019.0,5.0,45.3,Baraúna,Jacu
6558,0.0,-6.6428,-36.2556,2020.0,5.0,26.0,Baraúna,Jacu
6570,0.0,-6.6428,-36.2556,2021.0,5.0,42.0,Baraúna,Jacu
6582,0.0,-6.6428,-36.2556,2022.0,5.0,65.5,Baraúna,Jacu
6594,0.0,-6.6428,-36.2556,2023.0,5.0,25.0,Baraúna,Jacu
6535,0.0,-6.6428,-36.2556,2018.0,6.0,7.0,Baraúna,Jacu
6571,0.0,-6.6428,-36.2556,2021.0,6.0,6.0,Baraúna,Jacu
6392,0.0,-6.6428,-36.2556,2006.0,7.0,5.7,Baraúna,Jacu
6404,0.0,-6.6428,-36.2556,2007.0,7.0,10.6,Baraúna,Jacu
6416,0.0,-6.6428,-36.2556,2008.0,7.0,23.1,Baraúna,Jacu
6428,0.0,-6.6428,-36.2556,2009.0,7.0,28.2,Baraúna,Jacu
6440,0.0,-6.6428,-36.2556,2010.0,7.0,1.1,Baraúna,Jacu
6452,0.0,-6.6428,-36.2556,2011.0,7.0,25.0,Baraúna,Jacu
6464,0.0,-6.6428,-36.2556,2012.0,7.0,9.0,Baraúna,Jacu
6476,0.0,-6.6428,-36.2556,2013.0,7.0,15.5,Baraúna,Jacu
6488,0.0,-6.6428,-36.2556,2014.0,7.0,15.5,Baraúna,Jacu
6500,0.0,-6.6428,-36.2556,2015.0,7.0,14.0,Baraúna,Jacu
6512,0.0,-6.6428,-36.2556,2016.0,7.0,1.0,Baraúna,Jacu
6524,0.0,-6.6428,-36.2556,2017.0,7.0,38.5,Baraúna,Jacu
6536,0.0,-6.6428,-36.2556,2018.0,7.0,0.0,Baraúna,Jacu
6548,0.0,-6.6428,-36.2556,2019.0,7.0,17.0,Baraúna,Jacu
6560,0.0,-6.6428,-36.2556,2020.0,7.0,45.0,Baraúna,Jacu
6572,0.0,-6.6428,-36.2556,2021.0,7.0,14.0,Baraúna,Jacu
6584,0.0,-6.6428,-36.2556,2022.0,7.0,26.0,Baraúna,Jacu
6596,0.0,-6.6428,-36.2556,2023.0,7.0,38.0,Baraúna,Jacu
6393,0.0,-6.6428,-36.2556,2006.0,8.0,7.6,Baraúna,Jacu
6405,0.0,-6.6428,-36.2556,2007.0,8.0,8.8,Baraúna,Jacu
6417,0.0,-6.6428,-36.2556,2008.0,8.0,35.8,Baraúna,Jacu
6429,0.0,-6.6428,-36.2556,2009.0,8.0,15.0,Baraúna,Jacu
6441,0.0,-6.6428,-36.2556,2010.0,8.0,12.0,Baraúna,Jacu
6453,0.0,-6.6428,-36.2556,2011.0,8.0,28.0,Baraúna,Jacu
6465,0.0,-6.6428,-36.2556,2012.0,8.0,0.0,Baraúna,Jacu
6477,0.0,-6.6428,-36.2556,2013.0,8.0,5.5,Baraúna,Jacu
6489,0.0,-6.6428,-36.2556,2014.0,8.0,7.0,Baraúna,Jacu
6501,0.0,-6.6428,-36.2556,2015.0,8.0,0.0,Baraúna,Jacu
6513,0.0,-6.6428,-36.2556,2016.0,8.0,0.0,Baraúna,Jacu
6525,0.0,-6.6428,-36.2556,2017.0,8.0,0.0,Baraúna,Jacu
6537,0.0,-6.6428,-36.2556,2018.0,8.0,0.0,Baraúna,Jacu
6549,0.0,-6.6428,-36.2556,2019.0,8.0,5.0,Baraúna,Jacu
6561,0.0,-6.6428,-36.2556,2020.0,8.0,0.0,Baraúna,Jacu
6573,0.0,-6.6428,-36.2556,2021.0,8.0,0.0,Baraúna,Jacu
6585,0.0,-6.6428,-36.2556,2022.0,8.0,12.5,Baraúna,Jacu
6597,0.0,-6.6428,-36.2556,2023.0,8.0,18.0,Baraúna,Jacu
6526,0.0,-6.6428,-36.2556,2017.0,9.0,0.0,Baraúna,Jacu
6538,0.0,-6.6428,-36.2556,2018.0,9.0,0.0,Baraúna,Jacu
6550,0.0,-6.6428,-36.2556,2019.0,9.0,0.0,Baraúna,Jacu
6574,0.0,-6.6428,-36.2556,2021.0,9.0,0.0,Baraúna,Jacu
6586,0.0,-6.6428,-36.2556,2022.0,9.0,0.0,Baraúna,Jacu
6598,0.0,-6.6428,-36.2556,2023.0,9.0,0.0,Baraúna,Jacu
6395,0.0,-6.6428,-36.2556,2006.0,10.0,0.0,Baraúna,Jacu
6407,0.0,-6.6428,-36.2556,2007.0,10.0,0.0,Baraúna,Jacu
6419,0.0,-6.6428,-36.2556,2008.0,10.0,0.0,Baraúna,Jacu
6431,0.0,-6.6428,-36.2556,2009.0,10.0,0.0,Baraúna,Jacu
6443,0.0,-6.6428,-36.2556,2010.0,10.0,18.5,Baraúna,Jacu
6455,0.0,-6.6428,-36.2556,2011.0,10.0,13.5,Baraúna,Jacu
6467,0.0,-6.6428,-36.2556,2012.0,10.0,0.0,Baraúna,Jacu
6479,0.0,-6.6428,-36.2556,2013.0,10.0,0.0,Baraúna,Jacu
6491,0.0,-6.6428,-36.2556,2014.0,10.0,0.0,Baraúna,Jacu
6503,0.0,-6.6428,-36.2556,2015.0,10.0,0.0,Baraúna,Jacu
6515,0.0,-6.6428,-36.2556,2016.0,10.0,0.0,Baraúna,Jacu
6527,0.0,-6.6428,-36.2556,2017.0,10.0,0.0,Baraúna,Jacu
6539,0.0,-6.6428,-36.2556,2018.0,10.0,10.0,Baraúna,Jacu
6551,0.0,-6.6428,-36.2556,2019.0,10.0,5.0,Baraúna,Jacu
6563,0.0,-6.6428,-36.2556,2020.0,10.0,0.0,Baraúna,Jacu
6575,0.0,-6.6428,-36.2556,2021.0,10.0,0.0,Baraúna,Jacu
6587,0.0,-6.6428,-36.2556,2022.0,10.0,0.0,Baraúna,Jacu
6599,0.0,-6.6428,-36.2556,2023.0,10.0,0.0,Baraúna,Jacu
6528,0.0,-6.6428,-36.2556,2017.0,11.0,0.0,Baraúna,Jacu
6540,0.0,-6.6428,-36.2556,2018.0,11.0,0.0,Baraúna,Jacu
6552,0.0,-6.6428,-36.2556,2019.0,11.0,0.0,Baraúna,Jacu
6576,0.0,-6.6428,-36.2556,2021.0,11.0,0.0,Baraúna,Jacu
6600,0.0,-6.6428,-36.2556,2023.0,11.0,12.0,Baraúna,Jacu
6397,0.0,-6.6428,-36.2556,2006.0,12.0,0.0,Baraúna,Jacu
6409,0.0,-6.6428,-36.2556,2007.0,12.0,3.9,Baraúna,Jacu
6421,0.0,-6.6428,-36.2556,2008.0,12.0,54.0,Baraúna,Jacu
6433,0.0,-6.6428,-36.2556,2009.0,12.0,0.0,Baraúna,Jacu
6445,0.0,-6.6428,-36.2556,2010.0,12.0,29.0,Baraúna,Jacu
6457,0.0,-6.6428,-36.2556,2011.0,12.0,0.0,Baraúna,Jacu
6469,0.0,-6.6428,-36.2556,2012.0,12.0,0.0,Baraúna,Jacu
6481,0.0,-6.6428,-36.2556,2013.0,12.0,10.0,Baraúna,Jacu
6493,0.0,-6.6428,-36.2556,2014.0,12.0,0.0,Baraúna,Jacu
6505,0.0,-6.6428,-36.2556,2015.0,12.0,13.0,Baraúna,Jacu
6517,0.0,-6.6428,-36.2556,2016.0,12.0,10.0,Baraúna,Jacu
6529,0.0,-6.6428,-36.2556,2017.0,12.0,5.0,Baraúna,Jacu
6541,0.0,-6.6428,-36.2556,2018.0,12.0,10.0,Baraúna,Jacu
6553,0.0,-6.6428,-36.2556,2019.0,12.0,3.5,Baraúna,Jacu
6565,0.0,-6.6428,-36.2556,2020.0,12.0,0.0,Baraúna,Jacu
6577,0.0,-6.6428,-36.2556,2021.0,12.0,21.0,Baraúna,Jacu
6589,0.0,-6.6428,-36.2556,2022.0,12.0,15.0,Baraúna,Jacu
6601,0.0,-6.6428,-36.2556,2023.0,12.0,8.5,Baraúna,Jacu
6967,350.0,-7.5217,-36.0008,1996.0,1.0,3.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
6979,350.0,-7.5217,-36.0008,1997.0,1.0,0.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
6991,350.0,-7.5217,-36.0008,1998.0,1.0,10.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7003,350.0,-7.5217,-36.0008,1999.0,1.0,25.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7015,350.0,-7.5217,-36.0008,2000.0,1.0,24.5,Barra de Santana,Região do Médio Curso do Rio Paraíba
7027,350.0,-7.5217,-36.0008,2001.0,1.0,19.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7039,350.0,-7.5217,-36.0008,2002.0,1.0,14.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7051,350.0,-7.5217,-36.0008,2003.0,1.0,14.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7063,350.0,-7.5217,-36.0008,2004.0,1.0,96.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7075,350.0,-7.5217,-36.0008,2005.0,1.0,51.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7087,350.0,-7.5217,-36.0008,2006.0,1.0,2.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7099,350.0,-7.5217,-36.0008,2007.0,1.0,0.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7111,350.0,-7.5217,-36.0008,2008.0,1.0,4.9,Barra de Santana,Região do Médio Curso do Rio Paraíba
7123,350.0,-7.5217,-36.0008,2009.0,1.0,7.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7135,350.0,-7.5217,-36.0008,2010.0,1.0,31.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7147,350.0,-7.5217,-36.0008,2011.0,1.0,25.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7159,350.0,-7.5217,-36.0008,2012.0,1.0,10.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7171,350.0,-7.5217,-36.0008,2013.0,1.0,0.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7183,350.0,-7.5217,-36.0008,2014.0,1.0,2.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7195,350.0,-7.5217,-36.0008,2015.0,1.0,6.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7207,350.0,-7.5217,-36.0008,2016.0,1.0,13.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7219,350.0,-7.5217,-36.0008,2017.0,1.0,0.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7231,350.0,-7.5217,-36.0008,2018.0,1.0,25.9,Barra de Santana,Região do Médio Curso do Rio Paraíba
7243,350.0,-7.5217,-36.0008,2019.0,1.0,4.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7255,350.0,-7.5217,-36.0008,2020.0,1.0,0.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7267,350.0,-7.5217,-36.0008,2021.0,1.0,10.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7279,350.0,-7.5217,-36.0008,2022.0,1.0,50.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7291,350.0,-7.5217,-36.0008,2023.0,1.0,21.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7256,350.0,-7.5217,-36.0008,2020.0,2.0,13.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7268,350.0,-7.5217,-36.0008,2021.0,2.0,6.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7280,350.0,-7.5217,-36.0008,2022.0,2.0,1.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
6969,350.0,-7.5217,-36.0008,1996.0,3.0,12.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
6981,350.0,-7.5217,-36.0008,1997.0,3.0,34.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
6993,350.0,-7.5217,-36.0008,1998.0,3.0,18.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7005,350.0,-7.5217,-36.0008,1999.0,3.0,85.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7017,350.0,-7.5217,-36.0008,2000.0,3.0,8.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7029,350.0,-7.5217,-36.0008,2001.0,3.0,57.5,Barra de Santana,Região do Médio Curso do Rio Paraíba
7041,350.0,-7.5217,-36.0008,2002.0,3.0,15.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7053,350.0,-7.5217,-36.0008,2003.0,3.0,34.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7065,350.0,-7.5217,-36.0008,2004.0,3.0,30.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7077,350.0,-7.5217,-36.0008,2005.0,3.0,42.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7089,350.0,-7.5217,-36.0008,2006.0,3.0,35.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7101,350.0,-7.5217,-36.0008,2007.0,3.0,65.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7113,350.0,-7.5217,-36.0008,2008.0,3.0,52.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7125,350.0,-7.5217,-36.0008,2009.0,3.0,39.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7137,350.0,-7.5217,-36.0008,2010.0,3.0,7.5,Barra de Santana,Região do Médio Curso do Rio Paraíba
7149,350.0,-7.5217,-36.0008,2011.0,3.0,37.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7161,350.0,-7.5217,-36.0008,2012.0,3.0,3.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7173,350.0,-7.5217,-36.0008,2013.0,3.0,4.9,Barra de Santana,Região do Médio Curso do Rio Paraíba
7185,350.0,-7.5217,-36.0008,2014.0,3.0,19.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7197,350.0,-7.5217,-36.0008,2015.0,3.0,33.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7209,350.0,-7.5217,-36.0008,2016.0,3.0,0.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7221,350.0,-7.5217,-36.0008,2017.0,3.0,10.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7233,350.0,-7.5217,-36.0008,2018.0,3.0,40.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7245,350.0,-7.5217,-36.0008,2019.0,3.0,50.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7257,350.0,-7.5217,-36.0008,2020.0,3.0,50.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7269,350.0,-7.5217,-36.0008,2021.0,3.0,30.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7281,350.0,-7.5217,-36.0008,2022.0,3.0,36.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7293,350.0,-7.5217,-36.0008,2023.0,3.0,44.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7294,350.0,-7.5217,-36.0008,2023.0,4.0,20.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
6971,350.0,-7.5217,-36.0008,1996.0,5.0,15.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
6983,350.0,-7.5217,-36.0008,1997.0,5.0,22.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
6995,350.0,-7.5217,-36.0008,1998.0,5.0,9.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7007,350.0,-7.5217,-36.0008,1999.0,5.0,12.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7019,350.0,-7.5217,-36.0008,2000.0,5.0,14.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7031,350.0,-7.5217,-36.0008,2001.0,5.0,0.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7043,350.0,-7.5217,-36.0008,2002.0,5.0,51.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7055,350.0,-7.5217,-36.0008,2003.0,5.0,5.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7067,350.0,-7.5217,-36.0008,2004.0,5.0,30.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7079,350.0,-7.5217,-36.0008,2005.0,5.0,19.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7091,350.0,-7.5217,-36.0008,2006.0,5.0,15.9,Barra de Santana,Região do Médio Curso do Rio Paraíba
7103,350.0,-7.5217,-36.0008,2007.0,5.0,9.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7115,350.0,-7.5217,-36.0008,2008.0,5.0,23.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7127,350.0,-7.5217,-36.0008,2009.0,5.0,25.5,Barra de Santana,Região do Médio Curso do Rio Paraíba
7139,350.0,-7.5217,-36.0008,2010.0,5.0,8.5,Barra de Santana,Região do Médio Curso do Rio Paraíba
7151,350.0,-7.5217,-36.0008,2011.0,5.0,50.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7163,350.0,-7.5217,-36.0008,2012.0,5.0,23.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7175,350.0,-7.5217,-36.0008,2013.0,5.0,9.9,Barra de Santana,Região do Médio Curso do Rio Paraíba
7187,350.0,-7.5217,-36.0008,2014.0,5.0,48.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7199,350.0,-7.5217,-36.0008,2015.0,5.0,10.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7211,350.0,-7.5217,-36.0008,2016.0,5.0,7.5,Barra de Santana,Região do Médio Curso do Rio Paraíba
7223,350.0,-7.5217,-36.0008,2017.0,5.0,16.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7235,350.0,-7.5217,-36.0008,2018.0,5.0,29.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7247,350.0,-7.5217,-36.0008,2019.0,5.0,15.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7259,350.0,-7.5217,-36.0008,2020.0,5.0,30.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7271,350.0,-7.5217,-36.0008,2021.0,5.0,44.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7283,350.0,-7.5217,-36.0008,2022.0,5.0,78.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7295,350.0,-7.5217,-36.0008,2023.0,5.0,11.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7236,350.0,-7.5217,-36.0008,2018.0,6.0,12.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7248,350.0,-7.5217,-36.0008,2019.0,6.0,23.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7272,350.0,-7.5217,-36.0008,2021.0,6.0,2.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7296,350.0,-7.5217,-36.0008,2023.0,6.0,26.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
6973,350.0,-7.5217,-36.0008,1996.0,7.0,14.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
6985,350.0,-7.5217,-36.0008,1997.0,7.0,10.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
6997,350.0,-7.5217,-36.0008,1998.0,7.0,15.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7009,350.0,-7.5217,-36.0008,1999.0,7.0,19.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7021,350.0,-7.5217,-36.0008,2000.0,7.0,28.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7033,350.0,-7.5217,-36.0008,2001.0,7.0,21.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7045,350.0,-7.5217,-36.0008,2002.0,7.0,15.5,Barra de Santana,Região do Médio Curso do Rio Paraíba
7057,350.0,-7.5217,-36.0008,2003.0,7.0,15.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7069,350.0,-7.5217,-36.0008,2004.0,7.0,58.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7081,350.0,-7.5217,-36.0008,2005.0,7.0,11.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7093,350.0,-7.5217,-36.0008,2006.0,7.0,7.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7105,350.0,-7.5217,-36.0008,2007.0,7.0,11.5,Barra de Santana,Região do Médio Curso do Rio Paraíba
7117,350.0,-7.5217,-36.0008,2008.0,7.0,9.5,Barra de Santana,Região do Médio Curso do Rio Paraíba
7129,350.0,-7.5217,-36.0008,2009.0,7.0,20.9,Barra de Santana,Região do Médio Curso do Rio Paraíba
7141,350.0,-7.5217,-36.0008,2010.0,7.0,13.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7153,350.0,-7.5217,-36.0008,2011.0,7.0,32.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7165,350.0,-7.5217,-36.0008,2012.0,7.0,14.9,Barra de Santana,Região do Médio Curso do Rio Paraíba
7177,350.0,-7.5217,-36.0008,2013.0,7.0,21.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7189,350.0,-7.5217,-36.0008,2014.0,7.0,15.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7201,350.0,-7.5217,-36.0008,2015.0,7.0,12.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7213,350.0,-7.5217,-36.0008,2016.0,7.0,3.9,Barra de Santana,Região do Médio Curso do Rio Paraíba
7225,350.0,-7.5217,-36.0008,2017.0,7.0,21.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7237,350.0,-7.5217,-36.0008,2018.0,7.0,1.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7249,350.0,-7.5217,-36.0008,2019.0,7.0,16.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7261,350.0,-7.5217,-36.0008,2020.0,7.0,7.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7273,350.0,-7.5217,-36.0008,2021.0,7.0,18.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7285,350.0,-7.5217,-36.0008,2022.0,7.0,13.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7297,350.0,-7.5217,-36.0008,2023.0,7.0,3.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
6974,350.0,-7.5217,-36.0008,1996.0,8.0,9.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
6986,350.0,-7.5217,-36.0008,1997.0,8.0,1.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
6998,350.0,-7.5217,-36.0008,1998.0,8.0,14.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7010,350.0,-7.5217,-36.0008,1999.0,8.0,1.9,Barra de Santana,Região do Médio Curso do Rio Paraíba
7022,350.0,-7.5217,-36.0008,2000.0,8.0,18.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7034,350.0,-7.5217,-36.0008,2001.0,8.0,5.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7046,350.0,-7.5217,-36.0008,2002.0,8.0,4.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7058,350.0,-7.5217,-36.0008,2003.0,8.0,11.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7070,350.0,-7.5217,-36.0008,2004.0,8.0,8.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7082,350.0,-7.5217,-36.0008,2005.0,8.0,13.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7094,350.0,-7.5217,-36.0008,2006.0,8.0,2.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7106,350.0,-7.5217,-36.0008,2007.0,8.0,11.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7118,350.0,-7.5217,-36.0008,2008.0,8.0,7.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7130,350.0,-7.5217,-36.0008,2009.0,8.0,34.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7142,350.0,-7.5217,-36.0008,2010.0,8.0,9.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7154,350.0,-7.5217,-36.0008,2011.0,8.0,26.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7166,350.0,-7.5217,-36.0008,2012.0,8.0,3.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7178,350.0,-7.5217,-36.0008,2013.0,8.0,8.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7190,350.0,-7.5217,-36.0008,2014.0,8.0,5.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7202,350.0,-7.5217,-36.0008,2015.0,8.0,5.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7214,350.0,-7.5217,-36.0008,2016.0,8.0,2.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7226,350.0,-7.5217,-36.0008,2017.0,8.0,4.4,Barra de Santana,Região do Médio Curso do Rio Paraíba
7238,350.0,-7.5217,-36.0008,2018.0,8.0,0.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7250,350.0,-7.5217,-36.0008,2019.0,8.0,6.7,Barra de Santana,Região do Médio Curso do Rio Paraíba
7262,350.0,-7.5217,-36.0008,2020.0,8.0,0.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7274,350.0,-7.5217,-36.0008,2021.0,8.0,4.1,Barra de Santana,Região do Médio Curso do Rio Paraíba
7286,350.0,-7.5217,-36.0008,2022.0,8.0,17.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7298,350.0,-7.5217,-36.0008,2023.0,8.0,5.2,Barra de Santana,Região do Médio Curso do Rio Paraíba
7227,350.0,-7.5217,-36.0008,2017.0,9.0,5.8,Barra de Santana,Região do Médio Curso do Rio Paraíba
7239,350.0,-7.5217,-36.0008,2018.0,9.0,2.3,Barra de Santana,Região do Médio Curso do Rio Paraíba
7251,350.0,-7.5217,-36.0008,2019.0,9.0,3.6,Barra de Santana,Região do Médio Curso do Rio Paraíba
7275,350.0,-7.5217,-36.0008,2021.0,9.0,0.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
7287,350.0,-7.5217,-36.0008,2022.0,9.0,0.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
6976,350.0,-7.5217,-36.0008,1996.0,10.0,10.0,Barra de Santana,Região do Médio Curso do Rio Paraíba
